name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
washington dc,2011-08-22,28.1,22.3,25.5,27.2,22.3,25.3,13.2,49.2,0,0,0,,,,42.8,30.5,318.5,1012.8,59.2,15.9,298.8,25.9,9,,2011-08-22T06:27:44,2011-08-22T19:53:43,0.78,Partially cloudy,Partly cloudy throughout the day.,wind,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-08-23,27,17.6,22.8,26.6,17.6,22.7,10.1,46,0,0,0,,,,,16.4,232.9,1017.8,61.3,16,307.2,26.5,9,,2011-08-23T06:28:38,2011-08-23T19:52:18,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-08-24,29.1,18.4,24.3,30,18.4,24.6,16.1,61.2,0,0,0,,,,49.4,28.5,182.4,1016.7,61.5,15.9,282.6,24.3,9,,2011-08-24T06:29:32,2011-08-24T19:50:52,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-08-25,27.8,21.9,25,30.5,21.9,25.5,20.8,77.3,9.11,100,20.83,rain,,,40.7,30,171.3,1012.9,66.8,15,181.8,15.7,7,,2011-08-25T06:30:26,2011-08-25T19:49:25,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-08-26,31.5,20.8,25.7,35.3,20.8,27.1,21.2,77.1,0.29,100,4.17,rain,,,,16.6,104.1,1014.4,70.6,15.9,251.7,21.5,8,,2011-08-26T06:31:20,2011-08-26T19:47:58,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-08-27,25.9,22.8,24.5,25.9,22.8,24.5,22,86.3,72.2,100,54.17,rain,,,75.7,52.6,52.1,1004,96.6,11,89.5,7.6,3,,2011-08-27T06:32:14,2011-08-27T19:46:29,0.99,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-08-28,30.6,21.7,25,30,21.7,25,17.4,65.7,36.7,100,41.67,rain,,,90.3,64.6,313.1,996.9,69.5,13.8,266.3,23.1,9,,2011-08-28T06:33:08,2011-08-28T19:45:00,1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KDCA,72405013743,72403793728,KDAA,KADW,74594013705"
washington dc,2011-08-29,26.6,18.8,22.6,26.6,18.8,22.6,13.3,57.2,0,0,0,,,,,15.9,113.8,1014.2,67.7,16,186,16.2,6,,2011-08-29T06:34:01,2011-08-29T19:43:31,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-08-30,27.7,16.8,22.6,27.3,16.8,22.5,12.7,55.8,0,0,0,,,,,14.5,181.6,1020,28.2,15.9,292.6,25.3,9,,2011-08-30T06:34:55,2011-08-30T19:42:01,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-08-31,28.1,17.4,23.3,27.9,17.4,23.2,14.5,59.9,0.14,100,4.17,rain,,,,14.2,107.8,1022.3,55.9,16,277,23.9,9,,2011-08-31T06:35:49,2011-08-31T19:40:30,0.04,"Rain, Partially cloudy",Becoming cloudy in the afternoon with morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-09-01,27.7,18.4,23.3,28.3,18.4,23.5,16.1,64.9,0.05,100,4.17,rain,,,,16.3,167.5,1020.8,50.9,15.9,248,21.3,9,,2011-09-01T06:36:43,2011-09-01T19:38:59,0.08,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-09-02,25.7,20.6,22.9,25.7,20.6,22.9,17.8,73.3,3.95,100,4.17,rain,,,,16.2,147.8,1018.3,89.1,16,214,18.4,7,,2011-09-02T06:37:36,2011-09-02T19:37:27,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-09-03,27,21.5,24.2,28.9,21.5,24.6,18.8,71.8,0,0,0,,,,,18.1,189.5,1015.8,77.3,16,229.7,19.8,7,,2011-09-03T06:38:30,2011-09-03T19:35:55,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-09-04,30.7,22.6,26.2,34.2,22.6,27.6,21.3,75.1,0,0,0,,,,,21.4,184,1012.1,72.9,14.4,194.3,16.7,7,,2011-09-04T06:39:23,2011-09-04T19:34:22,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-09-05,28.1,21.2,25,30.8,21.2,25.4,20.8,78.1,20.41,100,41.67,rain,,,48.2,33.8,191.4,1008.8,94.1,14.7,189.5,16.4,6,,2011-09-05T06:40:17,2011-09-05T19:32:49,0.29,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-09-06,19.1,17.8,18.1,19.1,17.8,18.1,16.1,88,32.54,100,79.17,rain,,,51.8,32.6,73.2,1013.6,98.5,13.1,110.1,9.5,4,,2011-09-06T06:41:10,2011-09-06T19:31:15,0.34,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-09-07,22.9,17.8,20.7,22.9,17.8,20.7,19.5,92.8,51.63,100,83.33,rain,,,55.4,20.4,111.8,1013.8,95,8.7,124.5,10.7,6,,2011-09-07T06:42:04,2011-09-07T19:29:41,0.39,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-09-08,25.9,21.1,22.5,25.9,21.1,22.5,21.4,93.7,34.39,100,79.17,rain,,,27.7,24.7,94.6,1012.4,99.7,13.1,133.1,11.4,5,,2011-09-08T06:42:57,2011-09-08T19:28:06,0.43,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-09-09,27.8,21.8,23.3,30,21.8,23.6,21.5,89.9,16.65,100,45.83,rain,,,33.5,22.5,104.7,1011.1,77.6,13,186.7,16,6,,2011-09-09T06:43:51,2011-09-09T19:26:32,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-09-10,28.1,20,23.9,29.1,20,24.2,19.1,76.5,0.02,100,4.17,rain,,,27.7,19.8,228.8,1013.3,36,14.7,263.9,22.9,8,,2011-09-10T06:44:44,2011-09-10T19:24:57,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-09-11,28.2,19.8,23.6,29.1,19.8,23.8,18.1,72.4,0,0,0,,,,,24.4,113.4,1016.8,55.9,14.5,252.6,21.9,8,,2011-09-11T06:45:37,2011-09-11T19:23:21,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-09-12,27.9,18,22.8,28.4,18,22.9,16.7,70.4,0.54,100,8.33,rain,,,,12.8,187.1,1017,48.6,16,227.3,19.7,7,,2011-09-12T06:46:31,2011-09-12T19:21:46,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-09-13,28.1,18.6,23.4,28.6,18.6,23.5,17.7,72,0,0,0,,,,,21.2,185.7,1015.1,20.3,15.7,258.3,22.1,8,,2011-09-13T06:47:24,2011-09-13T19:20:10,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-09-14,30,19.8,24.6,31.4,19.8,25,18.5,70.4,0,0,0,,,,33.5,24.9,196.8,1013.8,35.9,15.1,234.6,20.2,8,,2011-09-14T06:48:18,2011-09-14T19:18:34,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-09-15,25.7,13,20.3,25.7,13,20.3,15,71.7,0.55,100,12.5,rain,,,55.8,37.9,259.9,1014.8,75.5,15.3,184,15.8,7,,2011-09-15T06:49:11,2011-09-15T19:16:58,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-09-16,18,9.9,14.2,18,7.9,14,6.2,59.8,0,0,0,,,,25.9,17.7,233.5,1026.6,68.8,16,139.8,12.1,5,,2011-09-16T06:50:05,2011-09-16T19:15:21,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-09-17,17.8,13.6,15.5,17.8,13.6,15.5,10.4,71.6,0,0,0,,,,,17,67.3,1028.3,91.4,16,82.9,7.3,3,,2011-09-17T06:50:59,2011-09-17T19:13:45,0.61,Overcast,Cloudy skies throughout the day.,cloudy,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-09-18,19.9,12.8,16.1,19.9,12.8,16.1,10.7,70.6,0,0,0,,,,,15.8,46.9,1027.9,81.1,16,234.4,20.3,8,,2011-09-18T06:51:52,2011-09-18T19:12:09,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-09-19,20.8,15.7,18.3,20.8,15.7,18.3,12.6,70.1,0,0,0,,,,,14.3,106.8,1023.9,98.7,16,207.5,17.9,7,,2011-09-19T06:52:46,2011-09-19T19:10:32,0.7,Overcast,Cloudy skies throughout the day.,cloudy,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-09-20,21.1,17.8,19,21.1,17.8,19,16.7,86.6,3.44,100,20.83,rain,,,,15.8,162.3,1020.3,89.9,15,159.3,13.7,7,,2011-09-20T06:53:40,2011-09-20T19:08:56,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-09-21,23.9,17.9,20.6,23.9,17.9,20.6,18.8,90,0.34,100,16.67,rain,,,,14.6,58,1021.2,89.7,12.2,171.6,14.8,6,,2011-09-21T06:54:34,2011-09-21T19:07:19,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-09-22,25.1,20.8,22.3,25.1,20.8,22.3,20.6,90.2,0,0,0,,,,,14.2,177.5,1019.4,96.2,14.2,115.1,10,4,,2011-09-22T06:55:28,2011-09-22T19:05:43,0.85,Overcast,Cloudy skies throughout the day.,cloudy,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-09-23,22.1,20.7,21.6,22.1,20.7,21.6,21,96.7,25.33,100,45.83,rain,,,,12.7,130.9,1015.9,96.1,9.8,69.8,6,2,,2011-09-23T06:56:23,2011-09-23T19:04:06,0.9,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-09-24,23.8,19.1,21.3,23.8,19.1,21.3,19,86.7,0.01,100,4.17,rain,,,,10.6,153.5,1017,88.8,15.9,123.7,10.7,5,,2011-09-24T06:57:17,2011-09-24T19:02:30,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-09-25,26,19.2,22.6,26,19.2,22.6,19.9,85.4,1.29,100,25,rain,,,,9.2,55.4,1018.2,93.9,13.9,73.4,6.2,3,,2011-09-25T06:58:12,2011-09-25T19:00:54,0.98,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"KDCA,72405013743,72403793728,KDAA,KADW,74594013705"
washington dc,2011-09-26,26.8,21.7,23.3,28.1,21.7,23.4,20.5,84.8,0,0,0,,,,,14.6,130.9,1015.1,90.1,15.2,171.9,14.8,7,,2011-09-26T06:59:07,2011-09-26T18:59:18,1,Overcast,Cloudy skies throughout the day.,cloudy,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-09-27,25.8,21,22.8,25.8,21,22.8,20.9,89.1,0.28,100,8.33,rain,,,,13,139.8,1012.6,87.3,15,123.4,10.6,4,,2011-09-27T07:00:01,2011-09-27T18:57:42,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-09-28,26.8,20.8,22.7,28,20.8,22.8,19.9,84.5,11.24,100,20.83,rain,,,48.2,17.8,122.1,1010.9,86.8,15.1,165,14.3,6,,2011-09-28T07:00:57,2011-09-28T18:56:06,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KDAA,KADW,74594013705"
washington dc,2011-09-29,25,18.5,21.9,25,18.5,21.9,15.9,71.5,0,0,0,,,,35.3,24.8,227.3,1007.5,64.6,14.5,205.4,17.7,7,,2011-09-29T07:01:52,2011-09-29T18:54:31,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-09-30,24.1,16.4,19.1,24.1,16.4,19.1,12.3,66.3,0.16,100,12.5,rain,,,37.1,23.7,255.6,1006.2,55.3,15.8,213.3,18.4,8,,2011-09-30T07:02:47,2011-09-30T18:52:56,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-10-01,16.8,9.1,11.7,16.8,6.9,11,7.2,74.9,4.59,100,41.67,rain,,,44.3,27.5,310.7,1008.7,96.6,15.6,148.8,12.9,7,,2011-10-01T07:03:43,2011-10-01T18:51:21,0.11,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-10-02,11,7,8.9,11,3.8,6.7,5.4,79.2,6.1,100,33.33,rain,,,37.1,23.6,289.7,1011.7,96.8,15.2,140.4,12.3,5,,2011-10-02T07:04:39,2011-10-02T18:49:47,0.16,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-10-03,11.8,8,10.1,11.8,6.9,9.8,6.1,76.6,0.02,100,4.17,rain,,,,14.4,238.3,1017.2,91.8,16,81.9,7,3,,2011-10-03T07:05:35,2011-10-03T18:48:13,0.22,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-10-04,19.9,10.6,14.9,19.9,10.6,14.9,9.7,72.4,0.02,100,4.17,rain,,,37.1,25.6,305.5,1020.4,61.5,15.9,207,18,8,,2011-10-04T07:06:32,2011-10-04T18:46:39,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-10-05,23.1,12.7,17.6,23.1,12.7,17.6,10.6,65.7,0,0,0,,,,33.5,25.2,302.7,1022.3,1.1,15.8,222,19,8,,2011-10-05T07:07:28,2011-10-05T18:45:06,0.32,Clear,Clear conditions throughout the day.,clear-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-10-06,20,10.7,15.6,20,10.7,15.6,8.1,62.4,0,0,0,,,,,17.2,116.1,1028,16.7,16,222.5,19.2,8,,2011-10-06T07:08:25,2011-10-06T18:43:33,0.37,Clear,Clear conditions throughout the day.,clear-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-10-07,23.6,10.5,16.1,23.6,10.5,16.1,10.1,70.3,0,0,0,,,,,15.4,36.5,1030.3,6.1,16,217.8,18.8,7,,2011-10-07T07:09:23,2011-10-07T18:42:01,0.41,Clear,Clear conditions throughout the day.,clear-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-10-08,23.8,11.5,16.9,23.8,11.5,16.9,10.7,69.8,0,0,0,,,,,9.2,58.5,1032.7,3,15.9,214.3,18.7,7,,2011-10-08T07:10:20,2011-10-08T18:40:29,0.44,Clear,Clear conditions throughout the day.,clear-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-10-09,25.1,12.4,17.8,25.1,12.4,17.8,12.3,72.6,0,0,0,,,,,10.7,111.5,1030.1,35.3,15.7,210.2,18.1,7,,2011-10-09T07:11:18,2011-10-09T18:38:58,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-10-10,28,12.9,19.3,27.5,12.9,19.3,13.8,73.7,0,0,0,,,,,10.1,62.6,1024.6,82.1,15.3,119.5,10.5,4,,2011-10-10T07:12:16,2011-10-10T18:37:27,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-10-11,21,16.7,19.2,21,16.7,19.2,15.8,80.9,0,0,0,,,,,15.7,80.8,1020,96.1,16,68.2,5.9,2,,2011-10-11T07:13:14,2011-10-11T18:35:58,0.5,Overcast,Cloudy skies throughout the day.,cloudy,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-10-12,18.8,17.9,18.3,18.8,17.9,18.3,16.4,89.1,9.34,100,41.67,rain,,,38.9,28.4,68.3,1014.4,100,12.9,66.6,5.8,3,,2011-10-12T07:14:13,2011-10-12T18:34:28,0.5,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-10-13,24.1,18.1,20.2,24.1,18.1,20.2,18.5,90.6,8.37,100,41.67,rain,,,57.2,35.2,92.8,1005.6,96.9,11.1,151.9,13.2,7,,2011-10-13T07:15:12,2011-10-13T18:33:00,0.51,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-10-14,22,14.1,18.8,22,14.1,18.8,13.3,73.8,15.1,100,37.5,rain,,,44.3,27.1,223.5,1000.4,71.6,15.6,148.8,12.9,6,,2011-10-14T07:16:12,2011-10-14T18:31:32,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-10-15,21.8,11,16.1,21.8,11,16.1,5,49.7,0,0,0,,,,52,36.3,234.4,1008,22.4,16,205,17.6,7,,2011-10-15T07:17:11,2011-10-15T18:30:05,0.55,Partially cloudy,Partly cloudy throughout the day.,wind,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-10-16,21.7,9.8,16.3,21.7,8.2,16.2,5.3,49.3,0,0,0,,,,40.7,30.8,217.6,1013.2,35.8,16,198.7,17.1,7,,2011-10-16T07:18:11,2011-10-16T18:28:38,0.59,Partially cloudy,Partly cloudy throughout the day.,wind,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-10-17,20.1,15.6,17.7,20.1,15.6,17.7,8.8,56.9,0,0,0,,,,38.9,26.7,222.8,1009.4,66.7,16,177.5,15.3,6,,2011-10-17T07:19:12,2011-10-17T18:27:13,0.63,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-10-18,22.8,12.8,17.4,22.8,12.8,17.4,11.5,71,0,0,0,,,,,15.6,77.3,1010.1,83.2,15.2,166.1,14.5,7,,2011-10-18T07:20:13,2011-10-18T18:25:48,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-10-19,21,16,18,21,16,18,16,88.3,12.39,100,58.33,rain,,,48.2,31.3,107.2,999.2,98.3,12,111.4,9.6,4,,2011-10-19T07:21:14,2011-10-19T18:24:25,0.72,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-10-20,20,12,15.1,20,12,15.1,8.2,65.1,0.03,100,8.33,rain,,,58.7,37.8,213.3,999.8,78,16,169,14.6,7,,2011-10-20T07:22:15,2011-10-20T18:23:02,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-10-21,16.1,7.9,12.3,16.1,5.9,11.9,4.1,58.4,0,0,0,,,,36.7,24.2,275.2,1015.6,55.3,16,166.8,14.3,7,,2011-10-21T07:23:17,2011-10-21T18:21:40,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-10-22,15.7,8.5,11.9,15.7,7.6,11.9,4.9,63.2,0,0,0,,,,31.3,15.6,181.3,1020.4,47.9,15.9,183.5,15.9,7,,2011-10-22T07:24:19,2011-10-22T18:20:19,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-10-23,17.1,6.5,11.8,17.1,5.2,11.7,7.2,74.9,0,0,0,,,,,15.7,105.2,1020.5,37.3,14.8,178.5,15.5,7,,2011-10-23T07:25:22,2011-10-23T18:18:59,0.93,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-10-24,19.1,9.6,13.9,19.1,8.7,13.9,9.9,77.6,3.2,100,8.33,rain,,,,16,192.1,1018.5,66.7,14.6,130.7,11.1,6,,2011-10-24T07:26:24,2011-10-24T18:17:41,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-10-25,19.1,9.8,14.4,19.1,8.6,14.3,6.8,63.4,0.02,100,4.17,rain,,,38.6,25.6,276.7,1020.6,24,15.9,181.9,15.8,7,,2011-10-25T07:27:28,2011-10-25T18:16:23,0.99,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-10-26,19.1,11.8,15.1,19.1,11.8,15.1,9.8,70.9,0.27,100,4.17,rain,,,27.7,21.6,211.4,1013,83.1,15.7,101,8.7,5,,2011-10-26T07:28:31,2011-10-26T18:15:06,1,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-10-27,18.2,9.1,14.8,18.2,5.2,14.6,12,83.6,3.52,100,37.5,rain,,,62,41.9,223.8,1006.6,96,14.9,82.1,7.1,3,,2011-10-27T07:29:35,2011-10-27T18:13:51,0,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-10-28,10.7,4.8,7.5,10.7,1.4,5,-0.3,58.3,0.34,100,12.5,rain,,,45.9,27.5,135.8,1022.5,79.1,16,90.8,7.8,4,,2011-10-28T07:30:39,2011-10-28T18:12:37,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-10-29,5.7,1,3.7,2.2,-4.1,-1,1.9,88.3,28.21,100,83.33,"rain,snow",,,42.2,31.8,168.6,1016.8,91.5,11.5,58.1,4.9,2,,2011-10-29T07:31:43,2011-10-29T18:11:24,0.05,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-10-30,12,1.7,6.3,12,-2.9,4.4,-0.8,63.6,0,0,0,,,,33.5,23.2,253.5,1024.6,25.8,16,178,15.4,7,,2011-10-30T07:32:48,2011-10-30T18:10:12,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-10-31,13.1,1.8,7.6,13.1,0.7,7.2,2.1,70.5,0,0,0,,,,27.7,14.6,78.3,1027.2,74.1,16,131,11.5,5,,2011-10-31T07:33:53,2011-10-31T18:09:02,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-11-01,15.9,6.9,10.8,15.9,4.5,10,5.1,69.2,0.02,100,4.17,rain,,,,16.3,147.9,1026.1,57,16,129.1,11.2,6,,2011-11-01T07:34:58,2011-11-01T18:07:53,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-11-02,15.8,5.3,9.6,15.8,5.3,9.5,4.6,73,0.02,100,4.17,rain,,,,12.6,95.7,1028.2,26.1,14.9,164.4,14.3,6,,2011-11-02T07:36:04,2011-11-02T18:06:46,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-11-03,17.1,6.8,11.2,17.1,5,10.5,5.7,70.6,0,0,0,,,,,16.3,179.5,1019.5,66.7,16,160.9,14,6,,2011-11-03T07:37:10,2011-11-03T18:05:39,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-11-04,14.8,7.7,11.2,14.8,4.3,10.7,3.9,64.1,0,0,0,,,,46.4,33.2,56.1,1016.4,66.7,15,106.2,9.1,4,,2011-11-04T07:38:16,2011-11-04T18:04:35,0.34,Partially cloudy,Partly cloudy throughout the day.,wind,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-11-05,11.7,3.6,7.2,11.7,-0.4,5.1,-2.5,51.2,0,0,0,,,,33.5,22.9,30.3,1029.5,2,16,167,14.4,6,,2011-11-05T07:39:22,2011-11-05T18:03:31,0.38,Clear,Clear conditions throughout the day.,clear-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
